gene_ID,chromosome,gene_length[bp],A_content[%],T_content[%],C_content[%],G_content[%],GC_content[%],category
3183,YJR135W-A,10,264,31.43939,31.06061,18.56061,18.93939,37.5,"GC content below 
 length below"
3184,YJR136C,10,1266,31.99052,30.09479,19.19431,18.72038,37.91469,"GC content below 
 length above"
3185,YJR137C,10,4329,31.09263,30.16863,18.66482,20.07392,38.73874,"GC content below 
 length above"
3186,YJR138W,10,4755,35.12093,28.47529,17.3081,19.09569,36.40379,"GC content below 
 length above"
3187,YJR139C,10,1080,26.48148,33.33333,19.35185,20.83333,40.18518,"GC content above 
 length below"
3188,YJR140C,10,4947,34.18233,29.27026,17.38427,19.16313,36.547399999999996,"GC content below 
 length above"
3189,YJR141W,10,1044,35.5364,27.77778,16.76245,19.92337,36.68582,"GC content below 
 length below"
3190,YJR142W,10,1029,34.01361,28.27988,15.74344,21.96307,37.706509999999994,"GC content below 
 length below"
3191,YJR143C,10,2289,26.38707,33.42071,19.48449,20.70773,40.192220000000006,"GC content above 
 length above"
3192,YJR144W,10,810,33.33333,23.45679,18.88889,24.32099,43.20988,"GC content above 
 length below"
3193,YJR145C,10,1042,30.71017,28.69482,19.28983,21.30518,40.59501,"GC content above 
 length below"
3194,YJR146W,10,354,26.27119,25.70621,24.57627,23.44633,48.0226,"GC content above 
 length below"
3195,YJR147W,10,1077,28.04085,25.44104,28.04085,18.47725,46.518100000000004,"GC content above 
 length below"
3196,YJR148W,10,1131,29.70822,25.90628,20.95491,23.43059,44.3855,"GC content above 
 length below"
3197,YJR149W,10,1215,33.74486,28.47737,18.2716,19.50617,37.777770000000004,"GC content below 
 length below"
3198,YJR150C,10,897,23.96878,29.6544,26.30992,20.06689,46.376810000000006,"GC content above 
 length below"
3199,YJR151C,10,3486,26.24785,30.14917,29.08778,14.5152,43.60298,"GC content above 
 length above"
3200,YJR151W-A,10,51,23.52941,41.17647,19.60784,15.68627,35.29411,"GC content below 
 length below"
3201,YJR152W,10,1632,29.41176,31.4951,17.83088,21.26225,39.09313,"GC content below 
 length above"
3202,YJR153W,10,1086,29.00552,30.01842,18.04788,22.92818,40.976060000000004,"GC content above 
 length below"
3203,YJR154W,10,1041,32.08453,26.89721,17.29107,23.72719,41.01826,"GC content above 
 length below"
3204,YJR155W,10,867,29.5271,28.71972,17.1857,24.56747,41.75317,"GC content above 
 length below"
3205,YJR156C,10,1023,29.61877,26.78397,21.50538,22.09189,43.597269999999995,"GC content above 
 length below"
3206,YJR158W,10,1704,25.8216,32.15962,18.83803,23.18075,42.01878,"GC content above 
 length above"
3207,YJR159W,10,1074,26.72253,28.49162,19.92551,24.86034,44.785849999999996,"GC content above 
 length below"
3208,YJR160C,10,1809,29.51907,29.90603,18.02101,22.5539,40.57491,"GC content above 
 length above"
3209,YJR161C,10,1152,28.81944,32.63889,17.96875,20.57292,38.541669999999996,"GC content below 
 length below"
3210,YKL001C,11,609,32.34811,28.07882,17.24138,22.33169,39.57307,"GC content below 
 length below"
3211,YKL002W,11,767,34.5502,25.42373,14.99348,25.03259,40.02607,"GC content above 
 length below"
3212,YKL003C,11,396,32.82828,28.78788,17.67677,20.70707,38.383840000000006,"GC content below 
 length below"
3213,YKL004W,11,1206,23.96352,35.32338,21.89055,18.82255,40.7131,"GC content above 
 length below"
3214,YKL005C,11,1785,36.2465,24.81793,16.86275,22.07283,38.93558,"GC content below 
 length above"
3215,YKL006C-A,11,435,31.95402,29.88506,17.93103,20.22989,38.160920000000004,"GC content below 
 length below"
3216,YKL006W,11,815,30.06135,31.04294,17.30061,21.59509,38.8957,"GC content below 
 length below"
3217,YKL007W,11,807,34.69641,26.88971,17.71995,20.69393,38.413880000000006,"GC content below 
 length below"
3218,YKL008C,11,1257,29.27605,33.65155,18.45664,18.61575,37.07239,"GC content below 
 length above"
3219,YKL009W,11,711,35.72433,25.87904,17.86217,20.53446,38.39663,"GC content below 
 length below"
3220,YKL010C,11,4452,32.16532,30.27853,16.23989,21.31626,37.55615,"GC content below 
 length above"
3221,YKL011C,11,1062,37.28814,27.87194,16.38418,18.45574,34.83992,"GC content below 
 length below"
3222,YKL012W,11,1752,38.24201,23.28767,18.09361,20.37671,38.47032,"GC content below 
 length above"
3223,YKL013C,11,516,30.42636,30.42636,16.86047,22.28682,39.14729,"GC content below 
 length below"
3224,YKL014C,11,5295,34.86308,30.53824,17.26157,17.33711,34.59868,"GC content below 
 length above"
3225,YKL015W,11,2940,34.11565,30.17007,17.21088,18.5034,35.71428,"GC content below 
 length above"
3226,YKL016C,11,525,35.2381,24.7619,19.04762,20.95238,40.0,"GC content above 
 length below"
3227,YKL017C,11,2052,36.35478,26.55945,18.95712,18.12865,37.08577,"GC content below 
 length above"
3228,YKL018C-A,11,300,31.66667,24.33333,14.0,30.0,44.0,"GC content above 
 length below"
3229,YKL018W,11,990,31.21212,29.49495,20.70707,18.58586,39.29293,"GC content below 
 length below"
3230,YKL019W,11,951,28.91693,25.6572,23.13354,22.29232,45.42586,"GC content above 
 length below"
3231,YKL020C,11,3249,32.77932,27.73161,20.99107,18.498,39.48907,"GC content below 
 length above"
3232,YKL021C,11,1407,34.61265,28.35821,15.35181,21.67733,37.02914,"GC content below 
 length above"
3233,YKL022C,11,2523,33.80896,27.50694,18.43044,20.25367,38.684110000000004,"GC content below 
 length above"
3234,YKL023C-A,11,228,37.2807,24.5614,21.49123,16.66667,38.1579,"GC content below 
 length below"
3235,YKL023W,11,834,40.88729,18.10552,16.30695,24.70024,41.00719,"GC content above 
 length below"
3236,YKL024C,11,615,28.78049,25.52846,21.78862,23.90244,45.69106,"GC content above 
 length below"
3237,YKL025C,11,2040,33.57843,29.7549,20.73529,15.93137,36.66666,"GC content below 
 length above"
3238,YKL026C,11,504,34.92063,27.57937,17.46032,20.03968,37.5,"GC content below 
 length below"
3239,YKL027W,11,1344,32.51488,26.5625,17.48512,23.4375,40.922619999999995,"GC content above 
 length above"
3240,YKL028W,11,1449,36.50794,23.74051,16.8392,22.91235,39.75155,"GC content above 
 length above"
3241,YKL029C,11,2010,28.55721,24.22886,24.27861,22.93532,47.213930000000005,"GC content above 
 length above"
3242,YKL032C,11,1794,35.28428,19.6767,27.7592,17.27982,45.03902,"GC content above 
 length above"
3243,YKL033W,11,3117,33.49374,30.7026,16.20148,19.60218,35.80366,"GC content below 
 length above"
3244,YKL033W-A,11,711,30.80169,28.69198,16.87764,23.62869,40.50633,"GC content above 
 length below"
3245,YKL034W,11,2277,29.42468,31.84014,19.67501,19.06017,38.73518,"GC content below 
 length above"
3246,YKL035W,11,1500,29.73333,28.8,20.46667,21.0,41.46667,"GC content above 
 length above"
3247,YKL037W,11,357,17.08683,33.05322,28.85154,21.0084,49.85994,"GC content above 
 length below"
3248,YKL038W,11,3513,31.85312,25.78992,22.26018,20.09678,42.35696,"GC content above 
 length above"
3249,YKL039W,11,1572,29.3257,31.87023,18.00254,20.80153,38.804069999999996,"GC content below 
 length above"
3250,YKL040C,11,771,35.40856,27.10765,15.5642,21.91958,37.483779999999996,"GC content below 
 length below"
3251,YKL041W,11,675,39.11111,21.62963,13.62963,25.62963,39.25926,"GC content below 
 length below"
3252,YKL042W,11,1092,38.00366,23.1685,21.42857,17.39927,38.82784,"GC content below 
 length below"
3253,YKL043W,11,1101,31.69846,23.88738,25.79473,18.61944,44.41417,"GC content above 
 length below"
3254,YKL044W,11,321,26.47975,34.57944,24.29907,14.64174,38.94081,"GC content below 
 length below"
3255,YKL045W,11,1587,34.84562,26.339,18.84058,19.9748,38.81538,"GC content below 
 length above"
3256,YKL046C,11,1350,27.11111,30.14815,18.96296,23.77778,42.74074,"GC content above 
 length above"
3257,YKL047W,11,1551,33.9136,29.40039,17.92392,18.76209,36.686009999999996,"GC content below 
 length above"
3258,YKL048C,11,1923,34.16537,27.6131,17.36869,20.85283,38.22152,"GC content below 
 length above"
3259,YKL049C,11,690,38.69565,21.5942,17.10145,22.6087,39.71015,"GC content above 
 length below"
3260,YKL050C,11,2769,34.92235,23.94366,17.40701,23.72698,41.13399,"GC content above 
 length above"
3261,YKL051W,11,1062,25.42373,32.01507,22.97552,19.58569,42.56121,"GC content above 
 length below"
3262,YKL052C,11,879,33.1058,20.59158,21.04664,25.25597,46.30261,"GC content above 
 length below"
3263,YKL053C-A,11,261,34.09962,23.37165,17.24138,25.28736,42.52874,"GC content above 
 length below"
3264,YKL054C,11,2217,40.00902,19.17005,23.63554,17.18539,40.820930000000004,"GC content above 
 length above"
3265,YKL055C,11,837,32.37754,25.92593,19.71326,21.98327,41.696529999999996,"GC content above 
 length below"
3266,YKL056C,11,504,28.76984,28.1746,19.44444,23.61111,43.05555,"GC content above 
 length below"
3267,YKL057C,11,3114,31.69557,34.16827,16.76301,17.37315,34.136160000000004,"GC content below 
 length above"
3268,YKL058W,11,369,30.89431,27.91328,14.63415,26.55827,41.19242,"GC content above 
 length below"
3269,YKL059C,11,1326,34.99246,22.39819,20.96531,21.64404,42.60935,"GC content above 
 length above"
3270,YKL060C,11,1080,28.7963,26.01852,23.14815,22.03704,45.185190000000006,"GC content above 
 length below"
3271,YKL061W,11,342,40.05848,25.1462,11.9883,22.80702,34.795320000000004,"GC content below 
 length below"
3272,YKL062W,11,1893,33.91442,26.67723,22.29266,17.11569,39.40835,"GC content below 
 length above"
3273,YKL063C,11,504,42.06349,22.22222,17.06349,18.65079,35.71428,"GC content below 
 length below"
3274,YKL064W,11,2910,33.40206,27.1134,18.0756,21.40893,39.48453000000001,"GC content below 
 length above"
3275,YKL065C,11,621,33.97746,28.01932,19.4847,18.51852,38.00322,"GC content below 
 length below"
3276,YKL065W-A,11,222,38.28829,31.08108,12.16216,18.46847,30.63063,"GC content below 
 length below"
3277,YKL067W,11,462,30.95238,29.43723,15.15152,24.45887,39.61039,"GC content below 
 length below"
3278,YKL068W,11,2880,33.81944,25.52083,21.84028,18.81944,40.65972,"GC content above 
 length above"
3279,YKL068W-A,11,237,37.55274,24.89451,18.14346,19.40928,37.55274,"GC content below 
 length below"
3280,YKL069W,11,543,31.30755,28.54512,18.41621,21.73112,40.14733,"GC content above 
 length below"
3281,YKL070W,11,510,32.15686,26.66667,19.21569,21.96078,41.176469999999995,"GC content above 
 length below"
3282,YKL071W,11,771,30.09079,30.6096,19.58495,19.71466,39.29961,"GC content below 
 length below"
3283,YKL072W,11,2301,35.37592,27.90091,17.25337,19.4698,36.723169999999996,"GC content below 
 length above"
3284,YKL073W,11,2646,34.69388,27.73998,16.81784,20.7483,37.566140000000004,"GC content below 
 length above"
3285,YKL074C,11,1584,34.4697,26.57828,17.42424,21.52778,38.952020000000005,"GC content below 
 length above"
3286,YKL075C,11,1353,36.73319,25.49889,15.8167,21.95122,37.767920000000004,"GC content below 
 length above"
3287,YKL077W,11,1179,33.07888,29.3469,17.98134,19.59288,37.57422,"GC content below 
 length below"
3288,YKL078W,11,2208,32.38225,28.21558,17.02899,22.37319,39.40218,"GC content below 
 length above"
3289,YKL079W,11,1971,37.08777,25.72298,18.01116,19.17808,37.18924,"GC content below 
 length above"
3290,YKL080W,11,1179,31.29771,30.2799,19.67769,18.7447,38.42239,"GC content below 
 length below"
3291,YKL081W,11,1565,30.15974,30.03195,19.55272,20.25559,39.808310000000006,"GC content above 
 length above"
3292,YKL082C,11,1305,43.75479,18.16092,13.40996,24.67433,38.08429,"GC content below 
 length above"
3293,YKL084W,11,351,28.20513,30.48433,22.50712,18.80342,41.31054,"GC content above 
 length below"
3294,YKL085W,11,1005,28.45771,26.26866,22.68657,22.58706,45.27363,"GC content above 
 length below"
3295,YKL086W,11,384,23.95833,16.92708,32.29167,26.82292,59.11459000000001,"GC content above 
 length below"
3296,YKL087C,11,675,32.44444,23.40741,21.48148,22.66667,44.14815,"GC content above 
 length below"
3297,YKL088W,11,1716,36.65501,22.4359,17.89044,23.01865,40.909090000000006,"GC content above 
 length above"
3298,YKL089W,11,1650,37.51515,23.75758,16.84848,21.87879,38.72727,"GC content below 
 length above"
3299,YKL090W,11,1332,35.81081,26.95195,17.11712,20.12012,37.23724,"GC content below 
 length above"
3300,YKL091C,11,933,32.79743,28.18864,18.86388,20.15005,39.01393,"GC content below 
 length below"
3301,YKL092C,11,3315,36.86275,28.68778,16.04827,18.40121,34.449479999999994,"GC content below 
 length above"
3302,YKL093W,11,1020,32.64706,25.09804,22.94118,19.31373,42.254909999999995,"GC content above 
 length below"
3303,YKL094W,11,942,31.10403,26.32696,20.38217,22.18684,42.56901,"GC content above 
 length below"
3304,YKL095W,11,837,40.02389,19.83274,18.04062,22.10275,40.143370000000004,"GC content above 
 length below"
3305,YKL096C-B,11,150,36.66667,37.33333,6.66667,19.33333,26.0,"GC content below 
 length below"
3306,YKL096W,11,720,24.16667,29.86111,23.61111,22.36111,45.97222,"GC content above 
 length below"
3307,YKL096W-A,11,279,20.78853,28.67384,31.1828,19.35484,50.537639999999996,"GC content above 
 length below"
3308,YKL098W,11,1074,29.32961,26.81564,19.64618,24.20857,43.85475,"GC content above 
 length below"
3309,YKL099C,11,753,40.10624,20.84993,17.52988,21.51394,39.04382,"GC content below 
 length below"
3310,YKL100C,11,1764,30.44218,32.76644,18.25397,18.53741,36.791380000000004,"GC content below 
 length above"
3311,YKL101W,11,4557,35.37415,26.13562,19.92539,18.56485,38.49024,"GC content below 
 length above"
3312,YKL103C,11,1545,29.77346,26.27832,21.10032,22.8479,43.94822,"GC content above 
 length above"
3313,YKL104C,11,2154,30.82637,30.31569,17.73445,21.12349,38.85794,"GC content below 
 length above"
3314,YKL105C,11,3399,36.56958,22.65372,20.32951,20.44719,40.7767,"GC content above 
 length above"
3315,YKL106C-A,11,120,33.33333,22.5,25.0,19.16667,44.166669999999996,"GC content above 
 length below"
3316,YKL106W,11,1356,32.30088,29.12979,17.9941,20.57522,38.569320000000005,"GC content below 
 length above"
3317,YKL107W,11,930,32.04301,25.80645,18.3871,23.76344,42.15054,"GC content above 
 length below"
3318,YKL108W,11,1362,37.22467,22.32012,19.30984,21.14537,40.45521,"GC content above 
 length above"
3319,YKL109W,11,1665,34.83483,26.96697,21.08108,17.11712,38.1982,"GC content below 
 length above"
3320,YKL110C,11,942,33.43949,26.75159,21.23142,18.57749,39.80891,"GC content above 
 length below"
3321,YKL112W,11,2196,36.47541,23.9071,20.1275,19.48998,39.61748,"GC content below 
 length above"
3322,YKL113C,11,1149,35.77023,24.10792,15.75283,24.36902,40.121849999999995,"GC content above 
 length below"
3323,YKL114C,11,1104,34.78261,26.72101,15.30797,23.18841,38.49638,"GC content below 
 length below"
3324,YKL116C,11,1557,32.36994,28.00257,19.65318,19.97431,39.627489999999995,"GC content below 
 length above"
3325,YKL117W,11,651,34.10138,25.19201,16.12903,24.57757,40.7066,"GC content above 
 length below"
3326,YKL119C,11,648,35.03086,28.7037,16.04938,20.21605,36.265429999999995,"GC content below 
 length below"
3327,YKL120W,11,975,31.69231,29.23077,17.64103,21.4359,39.076930000000004,"GC content below 
 length below"
3328,YKL121W,11,2559,33.88042,27.97968,19.65612,18.48378,38.1399,"GC content below 
 length above"
3329,YKL122C,11,504,41.66667,22.22222,19.44444,16.66667,36.11111,"GC content below 
 length below"
3330,YKL124W,11,1740,33.67816,27.64368,17.58621,21.09195,38.678160000000005,"GC content below 
 length above"
3331,YKL125W,11,1884,33.70488,28.45011,16.66667,21.17834,37.84501,"GC content below 
 length above"
3332,YKL126W,11,2043,31.9628,29.907,17.5722,20.558,38.1302,"GC content below 
 length above"
3333,YKL127W,11,1713,30.12259,28.89667,19.55633,21.4244,40.980729999999994,"GC content above 
 length above"
3334,YKL128C,11,888,30.40541,25.9009,20.38288,23.31081,43.693690000000004,"GC content above 
 length below"
3335,YKL129C,11,3819,35.06153,25.79209,18.77455,20.37183,39.14638,"GC content below 
 length above"
3336,YKL130C,11,741,32.11876,30.09447,17.67881,20.10796,37.78677,"GC content below 
 length below"
3337,YKL132C,11,1293,31.63186,28.30626,18.48415,21.57773,40.06188,"GC content above 
 length above"
3338,YKL133C,11,1392,36.13506,27.51437,17.02586,19.32471,36.350570000000005,"GC content below 
 length above"
3339,YKL134C,11,2319,33.93704,28.63303,16.94696,20.48297,37.42993,"GC content below 
 length above"
3340,YKL135C,11,2181,34.34204,28.65658,17.3315,19.66988,37.00138,"GC content below 
 length above"
3341,YKL137W,11,336,39.88095,23.80952,15.77381,20.53571,36.30952,"GC content below 
 length below"
3342,YKL138C,11,396,37.37374,24.74747,17.92929,19.94949,37.878780000000006,"GC content below 
 length below"
3343,YKL138C-A,11,210,40.0,22.85714,15.2381,21.90476,37.14286,"GC content below 
 length below"
3344,YKL139W,11,1587,37.80718,26.02394,17.51733,18.65154,36.16887,"GC content below 
 length above"
3345,YKL140W,11,1647,31.93685,30.60109,19.5507,17.91135,37.46205,"GC content below 
 length above"
3346,YKL141W,11,597,26.63317,31.49079,22.11055,19.76549,41.87604,"GC content above 
 length below"
3347,YKL142W,11,660,34.54545,26.66667,17.42424,21.36364,38.78788,"GC content below 
 length below"
3348,YKL143W,11,1392,37.28448,23.77874,15.8046,23.13218,38.93678,"GC content below 
 length above"
3349,YKL144C,11,639,33.64632,27.69953,17.37089,21.28326,38.65415,"GC content below 
 length below"
3350,YKL145W,11,1404,32.05128,26.4245,17.52137,24.00285,41.52422,"GC content above 
 length above"
3351,YKL146W,11,2079,26.79173,27.94613,22.99182,22.27032,45.26214,"GC content above 
 length above"
3352,YKL148C,11,1923,27.6131,26.62507,21.68487,24.07696,45.76183,"GC content above 
 length above"
3353,YKL149C,11,1218,33.90805,27.99672,16.91297,21.18227,38.095240000000004,"GC content below 
 length below"
3354,YKL150W,11,909,30.58306,28.05281,21.34213,20.022,41.36413,"GC content above 
 length below"
3355,YKL151C,11,1014,31.95266,24.85207,18.14596,25.04931,43.195269999999994,"GC content above 
 length below"
3356,YKL152C,11,744,29.43548,25.94086,21.50538,23.11828,44.62366,"GC content above 
 length below"
3357,YKL154W,11,735,35.5102,27.07483,17.0068,20.40816,37.414959999999994,"GC content below 
 length below"
3358,YKL155C,11,1887,36.354,25.86116,17.06412,20.72072,37.78484,"GC content below 
 length above"
3359,YKL156W,11,600,34.0,27.5,18.16667,20.33333,38.5,"GC content below 
 length below"
3360,YKL157W,11,3242,31.95558,29.45713,19.09315,19.49414,38.58729,"GC content below 
 length above"
3361,YKL159C,11,636,35.53459,25.9434,19.18239,19.33962,38.52201,"GC content below 
 length below"
3362,YKL160W,11,438,35.84475,23.9726,14.38356,25.79909,40.182649999999995,"GC content above 
 length below"
3363,YKL161C,11,1302,33.10292,29.26267,18.43318,19.20123,37.63441,"GC content below 
 length above"
3364,YKL162C,11,1209,35.23573,28.45327,18.94127,17.36973,36.311,"GC content below 
 length below"
3365,YKL163W,11,978,25.56237,28.42536,24.74438,21.26789,46.01227,"GC content above 
 length below"
3366,YKL164C,11,1026,28.75244,25.63353,27.77778,17.83626,45.61404,"GC content above 
 length below"
3367,YKL165C,11,2760,29.38406,34.52899,18.26087,17.82609,36.086960000000005,"GC content below 
 length above"
3368,YKL166C,11,1197,34.58647,25.81454,18.79699,20.80201,39.599000000000004,"GC content below 
 length below"
3369,YKL167C,11,414,37.19807,26.57005,17.63285,18.59903,36.231880000000004,"GC content below 
 length below"
3370,YKL168C,11,2175,32.96552,26.98851,19.26437,20.78161,40.04598,"GC content above 
 length above"
3371,YKL170W,11,417,34.77218,24.70024,17.26619,23.26139,40.52758,"GC content above 
 length below"
3372,YKL171W,11,2787,32.32867,27.05418,20.84679,19.77036,40.617149999999995,"GC content above 
 length above"
3373,YKL172W,11,1284,41.27726,19.23676,15.03115,24.45483,39.48598,"GC content below 
 length above"
3374,YKL173W,11,3027,33.43244,28.37793,17.04658,21.14305,38.189629999999994,"GC content below 
 length above"
3375,YKL174C,11,1857,27.24825,34.41034,17.3398,21.00162,38.34142,"GC content below 
 length above"
3376,YKL175W,11,1512,27.05026,30.68783,22.02381,20.2381,42.26191,"GC content above 
 length above"
3377,YKL176C,11,2487,31.64455,28.99075,19.42099,19.94371,39.3647,"GC content below 
 length above"
3378,YKL178C,11,1413,30.29016,31.84713,19.03751,18.82519,37.862700000000004,"GC content below 
 length above"
3379,YKL179C,11,2040,39.65686,23.48039,16.07843,20.78431,36.86274,"GC content below 
 length above"
3380,YKL180W,11,861,33.21719,28.68757,18.93148,19.16376,38.095240000000004,"GC content below 
 length below"
3381,YKL181W,11,1284,28.8162,29.51713,18.38006,23.2866,41.66666,"GC content above 
 length above"
3382,YKL182W,11,6156,29.95452,30.10071,19.93177,20.013,39.944770000000005,"GC content above 
 length above"
3383,YKL183C-A,11,213,30.04695,38.49765,15.96244,15.49296,31.4554,"GC content below 
 length below"
3384,YKL183W,11,921,30.29316,21.49837,24.10423,24.10423,48.20846,"GC content above 
 length below"
3385,YKL184W,11,1401,29.6217,30.62099,18.62955,21.12777,39.75732,"GC content above 
 length above"
3386,YKL185W,11,1767,33.67289,26.08942,23.59932,16.63837,40.23769,"GC content above 
 length above"
3387,YKL186C,11,555,34.05405,23.6036,22.7027,19.63964,42.34234,"GC content above 
 length below"
3388,YKL187C,11,2253,28.80604,27.82956,23.92366,19.44075,43.36441000000001,"GC content above 
 length above"
3389,YKL188C,11,2562,34.97268,28.2982,17.13505,19.59407,36.729119999999995,"GC content below 
 length above"
3390,YKL189W,11,1200,34.5,29.5,18.91667,17.08333,36.0,"GC content below 
 length below"
3391,YKL190W,11,604,32.11921,27.31788,14.7351,25.82781,40.56291,"GC content above 
 length below"
3392,YKL191W,11,1605,28.03738,26.23053,21.93146,23.80062,45.732079999999996,"GC content above 
 length above"
3393,YKL192C,11,378,27.24868,28.04233,23.28042,21.42857,44.70899,"GC content above 
 length below"
3394,YKL193C,11,1017,36.6765,27.53196,18.78073,17.01082,35.79155,"GC content below 
 length below"
3395,YKL194C,11,1389,32.10943,28.86969,18.50252,20.51836,39.020880000000005,"GC content below 
 length above"
3396,YKL195W,11,1212,38.11881,20.62706,18.39934,22.85479,41.25413,"GC content above 
 length below"
3397,YKL196C,11,603,33.83085,27.03151,16.08624,23.05141,39.13765,"GC content below 
 length below"
3398,YKL197C,11,3132,32.91826,27.71392,17.01788,22.34994,39.36782,"GC content below 
 length above"
3399,YKL198C,11,1989,25.54047,22.52388,30.11564,21.82001,51.935649999999995,"GC content above 
 length above"
3400,YKL201C,11,3537,36.52813,25.27566,18.23579,19.96042,38.19621,"GC content below 
 length above"
3401,YKL203C,11,7425,31.93266,29.65657,17.88552,20.52525,38.41077,"GC content below 
 length above"
3402,YKL204W,11,1899,36.33491,22.80147,22.32754,18.53607,40.863609999999994,"GC content above 
 length above"
3403,YKL205W,11,3303,34.75628,31.57735,17.01483,16.65153,33.66636,"GC content below 
 length above"
3404,YKL206C,11,804,30.84577,28.10945,18.65672,22.38806,41.04478,"GC content above 
 length below"
3405,YKL207W,11,762,28.08399,28.34646,19.68504,23.88451,43.56955,"GC content above 
 length below"
3406,YKL208W,11,816,32.23039,25.4902,20.46569,21.81373,42.27942,"GC content above 
 length below"
3407,YKL209C,11,3873,32.55874,29.66692,17.86729,19.90705,37.77434,"GC content below 
 length above"
3408,YKL210W,11,3075,30.30894,29.13821,19.08943,21.46341,40.55284,"GC content above 
 length above"
3409,YKL211C,11,1455,29.48454,27.28522,21.16838,22.06186,43.230239999999995,"GC content above 
 length above"
3410,YKL212W,11,1872,30.23504,28.84615,19.39103,21.52778,40.91881,"GC content above 
 length above"
3411,YKL213C,11,2148,31.79702,28.49162,17.36499,22.34637,39.71136,"GC content above 
 length above"
3412,YKL214C,11,612,35.62092,23.03922,19.11765,22.22222,41.339870000000005,"GC content above 
 length below"
3413,YKL215C,11,3861,31.72753,28.15333,18.28542,21.83372,40.11914,"GC content above 
 length above"
3414,YKL216W,11,945,31.42857,29.94709,17.98942,20.63492,38.624340000000004,"GC content below 
 length below"
3415,YKL217W,11,1851,26.79633,31.17234,18.58455,23.44679,42.03134,"GC content above 
 length above"
3416,YKL218C,11,981,29.86748,26.50357,19.26606,24.3629,43.62896,"GC content above 
 length below"
3417,YKL219W,11,1224,29.16667,32.02614,18.62745,20.17974,38.80719,"GC content below 
 length below"
3418,YKL220C,11,2136,28.88577,31.97566,17.93071,21.20787,39.138580000000005,"GC content below 
 length above"
3419,YKL221W,11,1422,25.66807,35.0211,17.08861,22.22222,39.310829999999996,"GC content below 
 length above"
3420,YKL222C,11,2118,33.99433,30.12276,18.22474,17.65817,35.882909999999995,"GC content below 
 length above"
3421,YKL224C,11,372,24.19355,28.22581,27.15054,20.43011,47.58065,"GC content above 
 length below"
3422,YKR001C,11,2115,33.33333,28.32151,17.87234,20.47281,38.345150000000004,"GC content below 
 length above"
3423,YKR002W,11,1707,33.27475,27.70943,16.98887,22.02695,39.01582,"GC content below 
 length above"
3424,YKR003W,11,1347,34.96659,26.94878,18.18857,19.89607,38.08464,"GC content below 
 length above"
3425,YKR004C,11,1238,33.76414,33.84491,17.36672,15.02423,32.390950000000004,"GC content below 
 length above"
3426,YKR005C,11,1647,32.8476,27.92957,18.15422,21.06861,39.22283,"GC content below 
 length above"
3427,YKR006C,11,795,34.33962,25.91195,19.37107,20.37736,39.74843,"GC content above 
 length below"
3428,YKR007W,11,555,35.85586,18.73874,21.44144,23.96396,45.4054,"GC content above 
 length below"
3429,YKR008W,11,1878,36.52822,28.75399,17.46539,17.2524,34.71779,"GC content below 
 length above"
3430,YKR009C,11,2703,31.40954,27.63596,18.94192,22.01258,40.954499999999996,"GC content above 
 length above"
3431,YKR010C,11,2316,36.83074,26.29534,18.09154,18.78238,36.87392,"GC content below 
 length above"
3432,YKR011C,11,1062,35.78154,28.53107,17.98493,17.70245,35.68738,"GC content below 
 length below"
3433,YKR013W,11,990,27.87879,24.44444,28.28283,19.39394,47.676770000000005,"GC content above 
 length below"
3434,YKR014C,11,705,35.88652,26.09929,15.46099,22.55319,38.01418,"GC content below 
 length below"
3435,YKR015C,11,1707,38.25425,25.19039,15.34856,21.2068,36.55536,"GC content below 
 length above"
3436,YKR016W,11,1623,37.33826,25.13863,18.91559,18.60752,37.52311,"GC content below 
 length above"
3437,YKR017C,11,1656,33.99758,28.92512,16.30435,20.77295,37.0773,"GC content below 
 length above"
3438,YKR018C,11,2178,31.35904,28.28283,16.57484,23.78329,40.35813,"GC content above 
 length above"
3439,YKR019C,11,1848,33.65801,23.2684,21.86147,21.21212,43.073589999999996,"GC content above 
 length above"
3440,YKR020W,11,495,41.61616,18.9899,17.37374,22.0202,39.39394,"GC content below 
 length below"
3441,YKR021W,11,2748,33.36972,27.29258,21.3246,18.0131,39.3377,"GC content below 
 length above"
3442,YKR022C,11,969,39.00929,23.01342,15.37668,22.60062,37.9773,"GC content below 
 length below"
3443,YKR023W,11,1593,40.17577,22.09667,15.94476,21.7828,37.727560000000004,"GC content below 
 length above"
3444,YKR024C,11,2229,32.70525,27.72544,17.45177,22.11754,39.56931,"GC content below 
 length above"
3445,YKR025W,11,849,34.86455,22.1437,17.78563,25.20612,42.991749999999996,"GC content above 
 length below"
3446,YKR026C,11,918,30.82789,29.41176,17.42919,22.33115,39.76034,"GC content above 
 length below"
3447,YKR027W,11,2298,31.8973,30.72237,17.44996,19.93037,37.38033,"GC content below 
 length above"
3448,YKR028W,11,3102,34.88072,26.88588,16.24758,21.98582,38.2334,"GC content below 
 length above"
3449,YKR029C,11,2256,38.60816,25.04433,17.81915,18.52837,36.34752,"GC content below 
 length above"
3450,YKR030W,11,822,29.44039,35.88808,17.39659,17.27494,34.671530000000004,"GC content below 
 length below"
3451,YKR031C,11,5052,35.29295,27.43468,17.04276,20.22961,37.27237,"GC content below 
 length above"
3452,YKR034W,11,810,33.58025,22.96296,22.22222,21.23457,43.45679,"GC content above 
 length below"
